aabq	傲岸不群
fhyx	飞鸿印雪
fhvm	风华正茂
fhzn	凤凰在笯
fhzw	放虎自卫
fjbh	分久必合
fjbl	分斤掰两|分斤拨两|分金掰两
fjbu	法家拂士|风景不殊
fjcy	风卷残云
fjdi	非机动车|逢吉丁辰
fjdf	风激电飞
fjdh	翻江倒海|风激电骇
fjdl	封疆大吏|丰筋多力
fjdp	飞机大炮
fjfv	浮家泛宅
fjgh	逢机遘会
fjgy	封金挂印
fjhd	反经合道
fjhj	分进合击
fjhx	凫胫鹤膝
fjhy	反经合义
fjjd	非奸即盗
fjjh	翻江搅海
fjku	费尽口舌
fjld	逢机立断
fjlg	风急浪高
fjlx	费尽了心
fjmg	贩贱卖贵
fjmm	贩交买名
fjmv	附骥名彰
fjny	弗吉尼亚
fjph	附骥攀鸿
fjpm	反骄破满
fjqz	负荆请罪
fjri	复旧如初
fjrg	丰肌弱骨
fjrh	风景如画
fjuc	封己守残
fjuh	封建社会
fjuj	飞将数奇
fjsl	费尽思量
fjuq	抚景伤情
fjsx	抚今思昔
fjuv	法灸神针
fjtf	发奸擿伏
fjtx	富甲天下
fjvf	发家致富
fjvj	范进中举|反间之计
fjvl	缚鸡之力
fjvv	费尽周折
fjvx	抚今追昔
fjxi	分家析产
fjxg	丰肌秀骨
fjxj	费尽心机
fjxq	反经行权
fjxs	费尽心思
fjyc	分居异爨
fjyf	富甲一方|风举云飞
fjyg	风谲云诡
fjyy	风举云摇
fjve	逢君之恶
fkiq	翻空出奇
fkdg	富可敌国
fkdh	发科打诨
fkdj	番窠倒臼
fkdl	蜂狂蝶乱
fkfk	反馈反馈
fkjn	饭坑酒囊
fkjv	佛靠金装
fklj	风口浪尖
fkud	焚枯食淡
fkux	佛口蛇心
fkwv	反客为主
fkyx	蜂窠蚁穴
flbj	放浪不羁|放浪不拘
flij	奉令承教
fliy	飞龙乘云
fliv	法轮常转
fliz	泛滥成灾
flcz	风流才子
fldi	飞流短长
fldd	风流跌宕
fldv	峰峦叠嶂
flel	焚林而猎
fleu	焚林而狩
flet	焚林而田|焚林而畋
flfi	伏龙凤雏
flfg	法律法规|分劳赴功
flfl	疯了疯了
flfm	非驴非马
flfq	翻来覆去|番来覆去|返来复去
flgp	放了个屁
flgt	返老归童
flgw	法律顾问
flhh	飞来横祸
flhp	风雷火炮
flhu	风林火山
flhs	分厘毫丝
flht	返老还童|反老还童
fljb	方领矩步
fljt	芳兰竟体
fljz	焚林竭泽
flkf	法兰克福
flkh	风流快活
flkk	饭来开口
flld	佛罗里达
flls	佛罗伦萨
fllx	费力劳心
flmq	法律面前
flnl	服了你了
flrh	放龙入海
flrm	纷乱如麻
flru	饭粝茹蔬
flrw	风流人物
flry	风流儒雅
fluq	福禄双全
flux	福禄寿喜
fltb	富埒陶白
flth	富丽堂皇
fltt	风流倜傥
fltw	法律条文
fltx	法律体系
flvd	法律制度
flvk	饭来张口|发聋振聩
flvx	飞流直下
flwa	方来未艾
flwb	法力无边
flwd	非礼勿动
flwj	放浪无羁|放浪无拘
flwm	飞粮挽秣
flwq	翻脸无情|反脸无情
flwu	非礼勿视
flwt	非礼勿听
flwy	非礼勿言|反劳为逸
flxd	父老兄弟
flxf	飞鸾翔凤
flxh	放浪形骸
flxq	父老乡亲
flxs	风流潇洒
flxy	扶老携幼|负老携幼
flyb	分路扬镳
flyd	弗洛伊德
flyf	翻了一番
flyg	方领圆冠
flys	风流云散
flyu	风流韵事
flvb	风雷之变
flzg	风流罪过
flzt	飞龙在天
fmbi	富面百城
fmbh	分门别户
fmbl	锋芒毕露|分门别类|锋芒不露|浮名薄利|锋铓毕露
fmbr	锋芒逼人
fmbv	分秒必争
fmii	反目成仇
fmiu	蜂目豺声
fmct	分茅赐土
fmdb	飞谋钓谤
fmdi	粉墨登场
fmdd	房谋杜断
fmde	方面大耳
fmdj	防萌杜渐
fmdu	蜂媒蝶使
fmeq	奋袂而起|父母恩勤
fmgl	放马过来
fmhb	风木含悲
fmhp	放马后炮
fmhs	伐毛换髓
fmhy	放马华阳
fmjb	飞谋荐谤
fmjc	反面教材
fmjf	发蒙解缚
fmjh	发蒙解惑
fmjm	凤毛济美
fmjy	反面教员
fmle	凤靡鸾吪
fmlj	凤毛麟角
fmlt	分茅裂土|分茅列土
fmqq	风靡全球|肥马轻裘
fmqx	负面情绪
fmrw	反面人物
fmsx	锋芒所向
fmvk	防民之口|发蒙振聩
fmvl	发明专利|发蒙振落
fmwj	奉命唯谨
fmwq	反面无情
fmwv	反面文章
fmxs	伐毛洗髓
fmxt	分茅锡土
fmxy	浮名虚誉
fmyu	风靡一时
fmys	负面因素
fmyt	粉面油头
fmyx	负面影响
fmvb	父母之邦
fmvi	飞米转刍|粉面朱唇
fmvu	法脉准绳
fmzt	分茅胙土
fmzy	负面作用
fmvy	凤鸣朝阳
fnig	发怒穿冠|发怒冲冠
fngj	逢年过节
fngm	放牛归马
fnhy	芳年华月
fnju	飞鸟惊蛇
fnjw	饭囊酒瓮|饭囊酒甕
fnks	菲尼克斯
fnmu	非你莫属
fnqq	负驽前驱
fnrs	丰年稔岁
fntg	饭牛屠狗
fnvu	分内之事
fnyj	饭囊衣架
fnym	放你一马
fnyr	飞鸟依人
fojq	凡偶近器
fpbx	风平波息
fpif	飞蓬乘风
fpdd	奉陪到底
fpfg	泛萍浮梗
fpgv	返璞归真|反璞归真|反朴归真|返朴归真
fphi	返朴还淳|反朴还淳
fphv	返朴还真
fplc	肤皮潦草|浮皮潦草
fplj	风平浪静
fpsf	飞蓬随风
fpuf	返辔收帆
fpsh	放泼撒豪
fptf	放屁添风
fpwk	访贫问苦
fpxi	放辟邪侈|放僻邪侈
fpyi	放辟淫侈
fpyl	分朋引类
fpyy	放僻淫佚
fpvq	分贫振穷
fpvy	覆盆之冤
fqbj	风清弊绝
fqbk	非去不可
fqcv	风前残烛
fqdh	负气斗狠
fqdj	风驱电击
fqds	风驱电扫
fqfi	反裘负刍
fqfd	富强发达
fqfg	非亲非故
fqfh	饭前饭后
fqfk	分期付款
fqfm	反清复明|夫妻反目
fqfp	夫妻肺片
fqfx	反裘负薪
fqhu	风趣横生
fqhy	负屈含冤
fqjr	扶倾济弱
fqky	丰取刻与
fqll	飞起来了
fqmb	扶墙摸壁
fqpa	分情破爱
fqqh	放情丘壑
fqqx	丰墙硗下
fqqy	凫趋雀跃
fqqv	丰墙峭阯|丰墙峭址
fqrc	饭糗茹草
fqup	反裘伤皮
fquu	夫妻双双
fquy	风起水涌
fqvh	焚琴煮鹤
fqvv	奋起直追
fqvx	风气之先
fqwc	废寝忘餐
fqwh	房前屋后
fqwj	非请勿进
fqwr	非请勿入
fqwu	废寝忘食
fqwv	风情万种
fqwy	访亲问友
fqxy	负屈衔冤
fqyb	风清月白
fqyi	夫妻一场
fqyd	风轻云淡
fqyh	焚琴鬻鹤
fqyj	飞起一脚|风清月皎|风轻云净
fqyl	风清月朗
fqym	风清月明
fqys	风情月思
fqyx	风前月下
fqyy	风起云涌|风情月意
fqyz	封妻荫子
fqyv	风起云蒸|风情月债
fqvj	反求诸己
fqvm	风樯阵马
fqzu	飞禽走兽
fqvy	负气仗义
frbd	芙蓉并蒂
frby	怫然不悦
friu	繁荣昌盛|芙蓉出水
friv	斐然成章
frdh	福如东海
frdx	辅仁大学
fref	废然而返|废然而反
frfq	繁荣富强
frgj	翻然改进
frgt	幡然改途|翻然改图
frhw	幡然悔悟|翻然悔悟
frhz	方枘圜凿
frjv	妇孺皆知
frnv	肤如凝脂
frqd	夫人裙带
frqg	夫荣妻贵
frum	奉若神明
frus	发人深思
frux	发人深省|逢人说项
frvr	妇人之仁
frxf	斐然乡风|斐然向风
frxw	幡然醒悟|繁荣兴旺
fryq	扶弱抑强
fryz	方枘圆凿
frzl	放任自流
frzs	怫然作色|忿然作色
fsbk	非死不可
fsbl	分三别两
fubu	反水不收
fuby	菲食薄衣
fuig	发上冲冠
fuiu	封豕长蛇
fuiy	丰神绰约
fudh	翻山倒海
fudj	俯拾地芥|冯生弹铗
fuet	废书而叹
fset	焚薮而田
fufj	缚手缚脚
fufl	费时费力
fufq	肺石风清
fsfs	放松放松
fufx	匪石匪席
fugi	放声歌唱
fugx	发生关系
fuhg	粉身灰骨
fuhl	风声鹤唳
fuhy	福善祸淫
fujf	俯首就缚
fujk	分身减口
fujl	丰神俊朗
fsju	非死即伤
fujs	愤世嫉俗
fuju	俯拾皆是|俯拾即是
fujw	防暑降温
fujv	佛是金妆
fuki	乏善可陈
fukd	反手可得|逢山开道
fukl	逢山开路
fukr	焚书坑儒|燔书阬儒|燔书坑儒
fslg	废私立公|凤髓龙肝
fuly	飞霜六月
fumm	福寿绵绵
fumu	范水模山
funu	覆水难收
funv	返视内照
fuqt	福寿齐天
fuqx	浮声切响
furm	浮生若梦
fsrq	风俗人情
fury	丰神如玉
fusg	粉身碎骨
fuuq	风生水起
fuuu	蝮蛇螫手
fssw	发散思维
fute	俯首帖耳
futm	俯首听命
futp	粉饰太平
futu	飞声腾实|飞升腾实
fswf	抚绥万方
fuwj	福寿无疆
fuwu	分身无术
fuwx	附上罔下
fuwy	翻手为云|覆手为雨
fsxg	风俗习惯
fsxl	分丝析缕
fuyc	丰神异彩
fuyh	焚尸扬灰
fuyj	分守要津|逢时遇节
fuyl	翻山越岭|飞沙扬砾|飞砂扬砾
fuyq	俯拾仰取
fuyu	饭蔬饮水
fuyx	风霜雨雪
fuvg	发上指冠
fuzj	飞觞走斝
fuzl	犯上作乱|飞沙走砾
fuvm	辅世长民
fuzu	飞沙走石|飞砂走石
fuvs	肤受之诉
fuvu	飞砂转石
fuvt	飞上枝头
fuzw	反身自问
fuzx	飞书走檄
fuvx	匪石之心
fuvy	肤受之言
ftbl	方头不劣|方头不律
ftbr	粪土不如
ftbu	冯唐白首
ftih	发秃齿豁
ftiy	奉天承运
ftdd	飞天遁地
ftde	肥头大耳
ftdh	赴汤蹈火
ftdm	肥头大面
ftex	非同儿戏
ftfd	翻天覆地
ftfx	非同凡响
fthu	凤叹虎视
ftjh	佛头加秽
ftkl	分庭抗礼|分庭伉礼
ftls	服田力穑
ftnu	反听内视
ftpe	肥头胖耳
ftpl	方桃譬李
ftrq	风土人情
ftry	凡胎肉眼
ftuc	奉头鼠窜
ftsl	凡桃俗李
ftuu	反听收视
fttb	冯唐头白
ftvf	佛头着粪
ftvh	焚天煮海|飞土逐害
ftvj	风头正劲
ftvu	风头正盛
ftxi	非同寻常
ftxk	非同小可
ftxl	分条析理
ftyb	非同一般
ftyj	蜂屯蚁聚
ftyl	冯唐易老|冯唐已老
ftyu	风调雨顺
ftzd	翻天作地
ftvd	沸天震地
ftvg	凡胎浊骨
ftvq	发棠之请
ftvr	飞土逐肉
ftvt	凡胎浊体
fvcn	风烛残年
fvdl	付诸东流|付之东流
fvll	负债累累
fvqu	反治其身
fvqx	负重前行
fvtl	纷至沓来|纷至踏来
fvuj	付诸实践
fvvc	方针政策
fvvn	风烛之年
fvvt	复制粘贴
fvvv	风中之烛
fvvy	负重致远
fvxd	付诸行动
fvxl	福至心灵
fvxm	服装鞋帽
fvxy	附赘悬疣
fvyj	付之一炬
fvyq	粉妆玉砌
fvyr	反之亦然
fvyv	粉妆玉琢
fvzh	父债子还
fvzx	飞针走线
fwbg	分我杯羹
fwbj	丰屋蔀家
fwbm	分文不名|蜚瓦拔木
fwbq	分文不取
fwbv	分文不值|分文不直
fwif	返我初服
fwdj	防微杜渐
fwdl	扶危定乱
fwdx	防微杜衅
fwem	法无二门
fwgd	防卫过当
fwgn	奉为圭臬
fwhh	法网恢恢
fwjk	扶危济困
fwkd	法无可贷
fwke	法外开恩
fwkm	奉为楷模
fwlf	凤舞龙飞
fwlg	凤舞鸾歌
fwlp	凤舞龙蟠
fwly	废物利用|防微虑远
fwmj	繁文末节
fwql	发屋求狸
fwqy	浮文巧语
fwrh	飞文染翰
fwrj	繁文缛节
fwrl	烦文缛礼
fwrw	废文任武
fwur	法外施仁
fwuv	福无双至
fwuz	丰屋生灾
fwvr	方外之人
fwwq	分文未取
fwwr	覆亡无日
fwyh	分外眼红
fwyr	分外妖娆
fwyz	丰屋延灾
fwvb	奉为至宝
fwvg	丰屋之过
fwvh	丰屋之祸
fwzl	非我族类
fwzu	风闻奏事
fwzy	父为子隐
fxax	芳心暗许
fxbl	发宪布令|分星拨两|分星擘两
fxbx	放心不下
fxcy	风行草偃
fxdi	风旋电掣
fxdd	繁星点点
fxdg	翻箱倒柜
fxdl	焚香顶礼
fxdq	翻箱倒箧
fxdu	分宵达曙
fxeg	拂袖而归
fxeq	拂袖而去
fxfl	费心费力
fxfu	吠形吠声
fxfx	复习复习
fxgd	风险共担
fxgf	分心挂腹
fxgq	分形共气
fxgu	奉行故事
fxgv	福星高照|返邪归正
fxhj	逢凶化吉
fxjg	繁弦急管
fxjh	负薪救火
fxjj	风雪交加
fxjt	放心解体
fxlb	焚香礼拜
fxlg	凤箫龙管|凤箫鸾管
fxlh	凤协鸾和
fxlp	浮想联翩
fxlq	分形连气
fxmb	焚香膜拜
fxml	分香卖履
fxmt	繁星满天
fxmy	焚香沐浴
fxnh	风信年华
fxpj	分鞋破镜
fxpl	分星劈两
fxrh	返虚入浑
fxrm	飞熊入梦
fxry	赴险如夷
fxsd	焚香扫地
fxsj	繁星似锦
fxuj	非昔是今
fxuu	风行水上
fxux	防心摄行
fxti	凤枭同巢
fxtd	放下屠刀|放心托胆
fxtq	分形同气
fxtz	风险投资
fxwa	方兴未艾
fxwt	发现问题
fxwy	负心违愿|方兴未已
fxxu	发硎新试|封豨修蛇
fxxv	腹心相照
fxyh	风潇雨晦
fxyu	风行一时
fxvf	伐性之斧|繁刑重赋
fxvj	腹心之疾
fxzw	抚心自问
fxvy	负薪之忧
fybc	风雨不测
fybg	分一杯羹|风雨不改
fybh	风云变幻|飞扬跋扈
fybj	妇幼保健
fybq	飞鹰奔犬
fybr	浮云蔽日
fybu	反眼不识
fybt	风雨不透|风云变态
fyid	飞云掣电
fyig	发踊冲冠
fyil	发扬踔厉
fyiq	飞眼传情
fyiw	鲂鱼赪尾
fyix	富有成效
fycy	风言醋语
fydb	浮一大白
fydi	风雨对床
fydl	发扬蹈厉
fydr	肥鱼大肉
fydt	伐异党同
fydx	奋勇当先
fyel	蜂拥而来
fyem	防芽遏萌
fyer	蜂拥而入
fyeu	蜂拥而上
fyev	蜂拥而至
fyfg	浮云富贵
fyfh	匪夷匪惠
fyfu	吠影吠声
fyfy	翻云覆雨|风言风语|风影敷衍|附庸风雅|覆雨翻云
fyfz	飞扬浮躁
fygd	发扬光大
fygl	反应过来|放言高论
fyhf	福倚祸伏
fyji	风雨兼程
fyjh	风云际会
fyjj	风雨交加|犯颜极谏
fyjv	佛要金装
fyjx	方言矩行
fykj	犯颜苦谏
fyku	方员可施
fyli	凤吟鸾吹
fylj	方以类聚|腹有鳞甲
fylk	幅员辽阔
fylq	凤臆龙鬐
fylu	敷衍了事
fypy	风雨飘摇
fyqb	罚一劝百|讽一劝百
fyqc	放言遣辞
fyqd	泛应曲当|缝衣浅带
fyqj	发引千钧
fyqq	风雨凄凄
fyri	防意如城
fyrf	奉扬仁风
fyrh	风雨如晦|放鱼入海
fyrp	风雨如磐
fyrr	非异人任
fyrw	风云人物
fysc	烦言碎辞
fysd	飞也似的
fyuj	放眼世界
fysq	烽烟四起
fyss	匪夷所思
fyuw	浮游生物|凤仪兽舞
fyux	繁衍生息
fysz	敷衍塞责
fyuz	俯仰生姿
fysv	放意肆志
fytb	风云突变
fytf	发隐擿伏
fyth	斧钺汤镬
fytm	蜚英腾茂
fytv	风雨同舟
fyvj	俯仰之间|犯言直谏
fyvu	扶摇直上
fywb	风月无边
fywk	负隅顽抗|俯仰无愧
fywl	扶摇万里
fywr	反以为荣
fyww	俯仰唯唯
fywz	风雨无阻
fyxc	浮语虚辞
fyxi	分烟析产
fyxg	非意相干
fyxk	佛眼相看
fyxu	分烟析生
fyxt	风雨萧条
fyyc	风韵犹存
fyyk	反咬一口
fyyl	风云月露
fyyr	俯仰由人
fyyt	发言盈庭
fyzb	飞檐走壁|飞沿走壁
fyzg	飞鹰走狗
fyzh	飞殃走祸
fyzj	飞檐走脊
fyvl	浮云朝露
fyzm	飞鹰走马
fyvq	放鹰逐犬
fyzq	飞鹰走犬
fyzu	丰衣足食
fyzs	诽誉在俗
fyzt	纷纭杂沓
fyzw	非愚则诬
fyvx	匪伊朝夕
fyzx	父严子孝
fyvv	风云之志|斧钺之诛
fzba	烦躁不安
fvbd	付之丙丁
fvbe	方正不阿
fzbj	放纵不羁|放纵不拘
fvbj	腹中兵甲
fvbl	反正拨乱
fzby	烦躁不已
fvby	繁征博引
fvbv	风中秉烛
fzid	放纵驰荡
fvig	发植穿冠
fzih	奉子成婚
fziy	风姿绰约
fzdh	否则的话
fzdm	伐罪吊民
fzdr	伐罪吊人
fvdx	抚掌大笑
fzff	发自肺腑
fvfj	泛宅浮家
fzfz	犯罪分子
fvhi	反正还淳
fvhg	返照回光
fzhh	飞灾横祸
fvhq	付诸洪乔
fvju	范张鸡黍
fvjy	飞珠溅玉
fzlj	浮踪浪迹
fznx	发自内心
fvpf	焚舟破釜
fzqk	犯罪前科
fvur	发政施仁
fvuy	釜中生鱼
fzwa	方滋未艾
fzwi	腹载五车
fvxj	繁枝细节|分章析句
fzxu	放在心上
fzyl	放在眼里|方足圆颅
fvyl	方趾圆颅
fvym	风栉雨沐
fzyr	方凿圆枘
fvyt	付之一叹
fvyx	付之一笑
fvyy	釜中游鱼
fzzd	夫子自道
fvvj	覆舟之戒
fvzl	发指眦裂
fzvu	发综指示|发踪指使|发踪指示|发纵指使|发纵指示
fzvz	富在知足
gabq	孤傲不群
gafj	公安分局
gagh	敢爱敢恨|隔岸观火
gapu	高矮胖瘦
gaug	高岸深谷
gauy	各安生业
gatm	各安天命
gayy	苟安一隅
gazd	高傲自大
gbau	孤标傲世
gbbl	古巴比伦
gbii	功败垂成
gbci	隔壁撺椽
gbcm	敢不从命
gbim	敢不承命
gbiy	功薄蝉翼
gbdd	诡变多端
gbdg	功不抵过
gbdt	广播电台
gbdv	寡不敌众
gbdx	各奔东西
gbfj	管鲍分金
gbfz	概不负责
gbgl	顾不过来
gbgx	高不高兴
gbgy	改步改玉
gbhg	哥本哈根
gbjd	宫保鸡丁
gbjn	国步艰难
gbkd	高不可登
gbkm	功不可没
gbkn	更不可能
gbkp	高不可攀
gbku	高步阔视
gblb	个把礼拜
gblc	干巴利脆
gbll	干巴利落
gbmf	官逼民反
gbmg	割臂盟公
gbpy	固本培元
gbqi	搞不清楚|各奔前程
gbqr	果不其然
gbqu	功标青史
gbsi	公报私仇|官报私仇|公报私雠
gbth	隔壁听话
gbtq	高步通衢
gbvj	管鲍之交
gbvt	个把钟头
gbvx	官卑职小
gbxf	甘拜下风|甘败下风
gbxg	鬼不像鬼
gbxm	各不相谋
gbxq	个把星期
gbxr	各不相让|格不相入
gbxu	个把小时
gbxt	各不相同
gbxv	改变现状
gbyj	盖不由己
gbyq	供不应求|高步云衢
gbyu	更不用说
gbyv	故布疑阵
gbyy	根本原因
gbzf	故步自封|固步自封
gbvm	割臂之盟
gbzy	刚愎自用
gibj	功成不居
gibv	攻城拔寨
gicd	肝肠寸断
gcdd	高才大德
gidh	更唱迭和|更唱叠和
gcdm	光彩夺目
gidq	高潮迭起
gidr	鬼出电入
gcdx	高才大学
gidy	共产党员
gifj	功成弗居
gifu	孤雏腐鼠|膏唇贩舌
gigi	观察观察
gigk	功成骨枯
gcgw	公才公望
gigv	管吃管住
gihd	改朝换代
gihx	改朝换姓
gijc	觥筹交错
gije	刚肠嫉恶
gijg	贯穿今古
gijh	国仇家恨
gijj	各持己见
gcjx	高才绝学
gcjz	高材捷足|高材疾足|高才疾足|高才捷足
gild	攻城略地|攻城掠地
gilh	干柴烈火
gcll	干脆利落
gilu	贯彻落实
gclu	官仓老鼠
gcls	干脆利索
gimd	更长梦短
gimj	功成名就
gimm	膏车秣马
gims	功成名遂
gimy	管城毛颖
ginu	鼓唇弄舌
ginz	孤臣孽子
gipw	根椽片瓦
giqu	膏唇岐舌
gcqv	各从其志
giry	高唱入云
gcub	顾此失彼
giui	高城深池
gcum	过从甚密
gism	高车驷马
giuu	膏唇试舌|膏唇拭舌
giut	功成身退
gcvr	光彩照人
gixk	膏场绣浍
gixl	甘处下流
gixm	功成行满
gixw	刮肠洗胃
giyi	高出一筹
gcyj	改操易节
giyj	宫车晏驾
gcyu	高才远识
giyv	攻城野战
givj	干城之将
gcvu	高才卓识
givx	贯彻执行
givy	共产主义
gdbj	怪诞不经
gdbn	扛鼎抃牛
gdbp	高低不平
gdbt	狗胆包天|古调不弹
gdby	感动不已
gdii	割地称臣
gdij	耕读传家
gdir	孤犊触乳
gdix	关东出相
gdiy	故地重游|肝胆楚越
gddt	古调单弹
gdet	感戴二天
gdgb	更待干罢
gdgg	孤独鳏寡
gdgj	高低贵贱
gdgq	怪诞诡奇
gdgr	肝胆过人
gdgu	佹得佹失
gdgx	搞东搞西
gdhl	公道合理
gdhq	狗党狐群
gdhu	更待何时
gdhy	肝胆胡越
gdhz	该当何罪
gdjm	狗盗鸡鸣
gdjq	绠短绝泉|肝胆俱全
gdju	绠短汲深
gdjt	狗盗鸡啼
gdjy	高等教育
gdkn	干端坤倪
gdlg	桂殿兰宫
gdmf	弓调马服
gdmm	瓜瓞绵绵
gdng	共渡难关
gdpg	狗颠屁股
gdpk	割地赔款
gdpl	肝胆披沥
gdqi	割肚牵肠
gdqf	高低起伏
gdqh	割地求和
gdqs	各得其所
gdqy	各得其宜
gdri	古道热肠
gdsl	感动死了
gduq	狗盗鼠窃
gduu	躬蹈矢石
gdtd	肝胆涂地
gdvy	古典主义
gdvz	扛鼎之作
gdwl	功德无量
gdwm	告贷无门
gdwn	耕当问奴
gdwx	古典文学
gdxv	肝胆相照
gdyj	高蹈远举
gdyk	革带移孔
gdym	功德圆满
gdyq	供大于求
gdys	肝胆欲碎
gdyx	高等院校
gdyy	古典音乐
gdzj	广电总局
gdvr	肝胆照人
gebw	高而不危
geby	光而不耀|辜恩背义
gecu	改恶从善
gedd	感恩戴德
gedy	割恩断义
gefq	高尔夫球
gegf	孤儿寡妇
gegm	孤儿寡母
gegv	广而告之|改而更张
gehd	感恩怀德
gejm	贵耳贱目
gejs	狗恶酒酸
geng	过而能改
geuu	寡二少双
getb	感恩图报
gewj	国尔忘家
gews	公而忘私|公尔忘私|公耳忘私
gewu	改恶为善
gexu	改恶向善|改恶行善
gexy	高遏行云
geyl	恭而有礼
gfbj	狗吠不惊
gfbl	高分辨率
gfbq	国富兵强
gfiu	革凡成圣
gfdh	寡凫单鹄
gfdu	革凡登圣
gfdx	国防大学
gffv	狗吠非主
gfgs	股份公司
gfgy	搞风搞雨
gfjj	古肥今瘠|高风劲节|高风峻节
gfjw	光复旧物
gfjy	光风霁月
gflj	高风亮节
gflx	桂馥兰香|狗肺狼心
gfma	国富民安
gfmf	国富民丰
gfmq	国富民强
gfmz	灌夫骂座
gfpp	梗泛萍飘|梗泛萍漂
gfqu	恭逢其盛|躬逢其盛
gfrl	官法如炉
gfug	鬼斧神工
gfsu	甘分随时
gfxy	刮风下雨
gfyd	高飞远遁
gfyj	高飞远举|高飞远集
gfys	革风易俗
gfyv	官复原职
gfyx	高飞远翔
gfyz	高飞远走
gfve	顾复之恩
gfvg	干父之蛊
gfzh	高凤自秽
gfvj	狗吠之警|狗吠之惊
gfzu	孤芳自赏
ggaq	公共安全
ggbb	亘古不变
ggbd	高冠博带
ggbf	各个部分
ggbl	改过不吝
ggbm	亘古不灭
ggbn	格格不纳
ggbr	格格不入
ggbu	功高不赏
ggbt	格格不吐
ggcc	干干脆脆
ggcs	公共厕所
ggis	公共场所
ggcu	改过从善
ggix	改革创新
ggdd	归根到底
ggdl	盖棺定论
ggdx	革故鼎新
ggel	滚滚而来
gggd	鳏寡孤独|孤寡鳏独
gggg	古古怪怪
gggj	亘古亘今
gggq	高高挂起|挂冠归去
gggu	功高盖世
gggs	广告公司
gggx	公共关系
gghi	滚滚红尘
gghl	高官厚禄
gghu	故宫禾黍
ggjb	根孤伎薄
ggjd	归根结底|归根结蒂
ggjg	公共机构
ggjj	干干净净|贵古贱今
ggjp	各个击破|高官极品
ggkd	甘瓜苦蒂
ggkf	改革开放
ggld	刮骨疗毒|盖棺论定|躬耕乐道
ggll	光怪陆离
gglq	割骨疗亲|割股疗亲
gglu	滚瓜烂熟
gglx	革故立新
ggly	各个领域
ggmg	刮垢磨光
ggmj	高歌猛进|公规密谏
ggnn	鼓鼓囊囊
ggph	庚癸频呼
ggqi	公共汽车
ggqd	刮骨去毒
ggqq	骨骼清奇|挂冠求去
ggqu	改过迁善
ggqw	亘古奇闻
ggry	冠盖如云
ggsd	歌功颂德
ggud	盖棺事定
ggsl	光杆司令
ggss	鬼鬼祟祟
gguw	公共事务
gguy	公共事业
ggtj	亘古通今|格古通今
ggtx	功盖天下
ggvj	过关斩将
ggvv	工工整整|功高震主
ggwu	公共卫生
ggwy	亘古未有
ggwv	功高望重
ggxh	官官相护
ggxj	高官显爵
ggxu	高顾遐视
ggxw	冠盖相望|亘古新闻
ggxx	高高兴兴
ggyh	耿耿于怀
ggyq	供过于求
ggyx	耿耿于心
ggyy	狗苟蝇营|干干翼翼|格高意远
ggvi	骨鲠之臣
ggzd	高干子弟
ggvg	衮衮诸公
ggzh	骨鲠在喉
ggvh	庚癸之呼
ggzj	干戈载戢|高官尊爵
ggvl	股肱之力|高官重禄
ggvq	攻过箴阙
ggvr	观过知仁
ggzu	高高在上
ggzx	改过自新|改过作新
ggvx	割股之心
ggzy	公共资源
ghcl	光辉灿烂
ghiq	过河拆桥
ghcu	过化存神
ghgh	孤鸿寡鹄
ghgl	寡鹄孤鸾
ghhm	篝火狐鸣
ghjm	改换家门
ghjv	躬擐甲胄
ghll	官虎吏狼
ghml	改换门闾
ghmm	改换门楣
ghmu	骨寒毛竖
ghmt	改换门庭
ghqr	苟合取容
ghrx	蛊惑人心
ghup	勾魂摄魄
ghtm	改换头面
ghxu	龟鹤遐寿
ghxx	恭贺新禧
ghxz	广寒仙子
ghyg	孤魂野鬼
ghvf	膏火之费
ghvj	膏肓之疾
ghzj	膏火自煎
ghzz	过河卒子
gjbc	感觉不错
gjbd	感觉不到
gjbg	国将不国
gjbj	感激不尽
gjbq	故旧不弃
gjbv	国家标准
gjib	革奸铲暴
gjit	干劲冲天
gjcx	革旧从新
gjiy	故技重演
gjdb	勾肩搭背|诡谲多变
gjdd	诡计多端
gjdl	国家栋梁
gjdu	国家大事
gjdx	革旧鼎新
gjfi	纲纪废弛
gjfh	攻疾防患
gjfv	孤军奋战
gjgd	诡谲怪诞
gjgh	各家各户
gjgr	孤家寡人
gjgw	各就各位
gjgx	国际关系
gjhl	高爵厚禄
gjhx	感今怀昔
gjjg	国家机关
gjjm	毂击肩摩
gjjq	国家机器
gjjr	国际金融
gjkn	攻坚克难
gjlh	感觉良好
gjll	干净利落
gjlu	过街老鼠|葛屦履霜
gjls	干净利索
gjly	广结良缘
gjmu	国计民生
gjmt	国进民退
gjmv	纲举目张
gjmy	国际贸易|干将莫邪
gjmz	国家民族
gjpg	根结盘固
gjph	根据盘互|根据槃互
