he	他|氦
disapproves	不赞成
disapprovingly	不赞成
disarm	解除武装
disarmament	裁军
disarmed	解除武装
disarming	解除武装
disarms	解除武装
disarrange	弄乱
disarray	混乱
disarticulate	脱节
disassemble	拆卸
disassembled	已拆卸
disassembler	反汇编器
disassembles	拆卸
disassembling	拆卸中
disassembly	拆卸
disassociate	分离
disassociation	分离
disaster	灾难
disasters	灾难
disastrous	灾难性的
disastrously	灾难性地
disavow	否认
disavowal	否认
disband	解散
disbanded	已解散
disbanding	解散中
disbands	解散
disbar	取消律师资格
disbelief	怀疑
disbelieve	不相信
disbranch	剪枝
disbud	去蕾
disburden	卸下负担
disburse	支付
disbursed	支付
disbursement	支付
disbursements	支付
disburses	支付
disbursing	支付
disc	光盘
discalced	赤脚的
discard	丢弃
discarded	丢弃的
discarding	丢弃
discards	丢弃
discern	辨别
discerned	辨别的
discernibility	可辨性
discernible	可辨别的
discernibly	可辨别地
discerning	有洞察力的
discerningly	有洞察力地
discernment	洞察力
discerns	辨别
discharage	放电
discharge	放电
discharged	放电的
discharger	放电装置
discharges	放电
discharging	放电
disciple	门徒
disciples	门徒
disciplinarian	纪律严明者
disciplinary	纪律的
discipline	纪律
disciplined	守纪
disciplines	学科
disciplining	管教
disclaim	否认
disclaimed	已否认
disclaimer	免责声明
disclaimers	免责声明
disclaims	否认
disclose	披露
disclosed	已披露
discloses	披露
disclosing	披露中
disclosure	披露
disclosures	披露事项
disco	迪斯科
discobolus	掷铁饼者
discography	唱片目录
discoid	盘状
discolor	变色
discoloration	变色
discombobulate	使困惑
discomfit	挫败
discomfort	不适
discommode	打扰
discommon	剥夺公地
discompose	使不安
discomposure	不安
disconcert	使不安
disconcerting	令人不安
disconcertingly	令人不安地
disconnect	断开
disconnected	断开的
disconnecting	断开
disconnection	断开
disconnects	断开
disconsolate	沮丧的
discontent	不满
discontented	不满的
discontentment	不满
discontinuance	停止
discontinuation	停止
discontinue	停止
discontinued	已停产的
discontinues	停止
discontinuities	不连续性
discontinuity	不连续性
discontinuous	不连续的
discophile	唱片爱好者
discord	不和
discordance	不一致
discordant	不和谐的
discount	折扣
discountable	可打折的
discounted	已打折的
discountenance	不赞成
discounting	打折
discounts	折扣
discourage	劝阻
discouraged	气馁的
discouragement	气馁
discourages	劝阻
discouraging	令人沮丧
discourse	论述
discourses	论述
discourteous	无礼
discourtesy	失礼
discover	发现
discovered	发现
discoverer	发现者
discoverers	发现者
discoveries	发现
discovering	发现
discovers	发现
discovery	发现
discredit	怀疑
discreditable	丢脸
discredited	怀疑
discreet	谨慎
discreetly	谨慎地
discrepancies	差异
discrepancy	差异
discrepant	不一致
discrete	离散
discretely	离散地
discreteness	离散性
discretion	判断力
discretionary	自由裁量
discriminant	判别式
discriminate	区分
discriminated	歧视
discriminates	歧视
discriminating	有辨别力的
discrimination	歧视
discriminator	鉴别器
discriminatory	歧视性的
discrown	废黜
discs	光盘
discursive	散漫的
discus	铁饼
discuss	讨论
discussant	讨论者
discussed	讨论过
discusses	讨论
discussing	讨论中
discussion	讨论
discussions	讨论
disdain	蔑视
disdainful	轻蔑的
disdainfully	轻蔑地
disdaining	蔑视
disdains	蔑视
disease	疾病
diseased	患病的
diseases	疾病
disembark	下船
disembarkation	下船
disembodiment	脱离肉体
disembody	使脱离肉体
disembosom	吐露
disembowel	剖腹
disembroil	解脱
disenchant	醒悟
disencumber	卸下
disendow	剥夺
disengage	脱离
disengaged	已脱离
disengagement	脱离
disengages	脱离
disengaging	脱离中
disentangle	解开
disentangling	解开中
disenthral	解放
disenthrall	解放
disenthralment	解放
disentomb	发掘
disentwine	解开
disequilibrium	失衡
disesteem	轻视
disfavor	失宠
disfavour	失宠
disfigure	毁容
disfigured	已毁容
disfigures	毁容
disfiguring	毁容中
disforest	砍伐
disfranchise	剥夺权利
disfranchisement	剥夺权利
disfrock	免职
disgorge	吐出
disgrace	耻辱
disgraced	蒙羞的
disgraceful	可耻的
disgracefully	可耻地
disgraces	耻辱
disgruntle	使不满
disgruntled	不满的
disguise	伪装
disguised	伪装的
disguises	伪装
disgust	厌恶
disgusted	厌恶的
disgustedly	厌恶地
disgustful	令人厌恶的
disgusting	恶心的
disgustingly	恶心地
disgusts	厌恶
dish	盘子
dishabille	便服
dishabituate	使不习惯
disharmonious	不和谐的
disharmony	不和谐
dishcloth	洗碗布
dishearten	使沮丧
disheartened	沮丧的
disheartening	令人沮丧的
dishearteningly	令人沮丧地
dished	凹陷的
dishes	餐具
dishevel	使凌乱
dishful	一盘
dishing	盛盘
dish network	碟网
dishonest	不诚实
dishonestly	不诚实地
dishonesty	不诚实
dishonor	耻辱
dishonorable	可耻的
dishonored	蒙羞的
dishonoring	羞辱
dishonors	耻辱
dishonour	耻辱
dishonoured	蒙羞的
dishouse	逐出
dishware	餐具
dishwasher	洗碗机
dishwashers	洗碗机
dishwashing	洗碗
dishwater	洗碗水
dishy	漂亮的
disillusion	幻灭
disillusioned	醒悟的
disillusioning	令人醒悟的
disillusionment	幻灭
disillusionments	幻灭
disinclination	不情愿
disincline	使不愿
disinclined	不愿的
disincorporate	解散
disinfect	消毒
disinfectant	消毒剂
disinfection	消毒
disinfest	除虫
disinformation	虚假信息
disingenuous	虚伪
disinheritance	剥夺继承权
disintegrate	瓦解
disintegration	瓦解
disintegrator	粉碎机
disinter	挖掘
disinterest	无兴趣
disinterested	公正的
disinterestedness	公正
disinvestment	撤资
disjoin	分离
disjoint	脱节
disjointed	脱节的
disjointly	脱节地
disjointness	脱节
disjunct	分离的
disjunction	分离
disjunctions	分离
disjunctive	分离的
disjunctively	分离地
disjuncts	分离项
disk	磁盘
diskette	软盘
diskettes	软盘
diskgenius	磁盘精灵
disk operating system	磁盘操作系统
disks	磁盘
disk utility	磁盘工具
dislike	不喜欢
disliked	不喜欢
dislikes	不喜欢
disliking	不喜欢
dislocate	脱臼
dislocated	脱臼
dislocates	脱臼
dislocating	脱臼
dislocation	脱臼
dislocations	脱臼
dislodge	移除
dislodged	移除
disloyal	不忠
disloyalty	不忠
dismal	阴郁
dismally	阴郁地
dismantle	拆除
dismast	去桅
dismay	沮丧
dismayed	沮丧
dismaying	沮丧
dismember	肢解
dismembered	肢解
dismemberment	肢解
dismembers	肢解
dismiss	解雇
dismissal	解雇
dismissals	解雇
dismissed	解雇
dismisser	解雇者
dismissers	解雇者
dismisses	解雇
dismissing	解雇中
dismissive	轻蔑的
dismount	下马
dismounted	已下马
dismounting	下马中
dismounts	下马
disney	迪士尼
disneyland	迪士尼乐园
disobedience	不服从
disobedient	不服从的
disobey	不服从
disobeyed	已不服从
disobeying	不服从中
disobeys	不服从
disoblige	得罪
disobliging	得罪人的
disorder	混乱
disordered	混乱的
disorderliness	混乱状态
disorderly	混乱的
disorders	混乱
disorganise	扰乱
disorganization	无组织
disorganize	扰乱
disorganized	无组织的
disorient	使迷失方向
disorientate	迷失
disorientation	迷失
disown	否认
disowned	否认
disowning	否认
disowns	否认
disparage	贬低
disparaging	贬低
disparate	不同
disparities	差异
disparity	差异
dispassion	冷静
dispassionate	冷静
dispatch	派遣
dispatched	派遣
dispatcher	调度员
dispatchers	调度员
dispatches	派遣
dispatching	派遣
dispel	驱散
dispell	驱散
dispelled	驱散
dispelling	驱散
dispels	驱散
dispensable	可有可无
dispensary	药房
dispensation	分配
dispense	分配
dispensed	分配
dispenser	分配器
dispensers	分配器
dispenses	分配
dispensing	分配中
dispersal	分散
disperse	分散
dispersed	分散的
disperser	分散器
disperses	分散
dispersing	分散中
dispersion	分散
dispersions	分散体
dispirit	使沮丧
dispirited	沮丧的
dispiteous	无情的
displace	取代
displaced	被取代的
displacement	位移
displacements	位移
displaces	取代
displacing	取代中
displacive	位移的
display	显示
displayable	可显示的
displayed	已显示的
displayer	显示器
displaying	显示中
displays	显示
displease	使不悦
displeased	不悦的
displeases	使不悦
displeasing	不悦
displeasure	不满
displume	剥夺
disport	娱乐
disposable	一次性
disposal	处理
disposals	处理
dispose	处置
disposed	倾向
disposer	处理器
disposes	处置
disposing	处置
disposition	性情
dispositions	性情
dispossess	剥夺
dispossessed	被剥夺
dispossession	剥夺
dispraise	贬低
disproof	反证
disproportion	不成比例
disproportional	不成比例
disproportionate	不成比例
disproportionately	不成比例地
disprove	反驳
disproved	反驳
disproves	反驳
disproving	反驳
disputability	可争议性
disputable	有争议
disputant	争论者
disputation	辩论
dispute	争议
disputed	有争议的
disputer	争论者
disputers	争论者
disputes	争议
disputing	争论中
disqualification	取消资格
disqualified	被取消资格
disqualifies	取消资格
disqualify	取消资格
disqualifying	取消资格中
disquiet	不安
disquieting	令人不安的
disquisition	专题论文
disqus	迪斯库斯
disraeli	迪斯雷利
disrate	降级
disregard	忽视
disregarded	被忽视的
disregarding	忽视中
disregards	忽视
disrepair	失修
disreputable	声名狼藉的
disrepute	坏名声
disrespect	不尊重
disrespectful	不尊重的
disrobe	脱衣
disroot	根除
disrupt	扰乱
disrupted	中断的
disrupting	中断
disruption	中断
disruptions	中断
disruptive	破坏性的
disrupts	中断
diss	侮辱
dissatisfaction	不满
dissatisfactions	不满
dissatisfactory	不令人满意的
dissatisfied	不满的
dissatisfy	使不满
dissect	解剖
dissection	解剖
dissector	解剖者
dissects	解剖
dissemble	掩饰
dissembler	伪君子
disseminate	传播
disseminated	传播的
disseminates	传播
disseminating	传播
dissemination	传播
dissension	分歧
dissensions	分歧
dissent	异议
dissented	持异议
dissenter	持异议者
dissenters	持异议者
dissentient	持异议的
dissenting	异议的
dissentious	好争论的
dissents	异议
dissertation	论文
dissertations	论文
disserve	损害
disservice	伤害
dissever	分离
dissidence	异议
dissident	持不同政见者
dissidents	持不同政见者
dissimilar	不同的
dissimilarities	差异
dissimilarity	差异
dissimilate	异化
dissimilitude	不同
dissimulate	掩饰
dissimulation	掩饰
dissimulator	掩饰者
dissipate	消散
dissipated	消散的
dissipater	挥霍者
dissipates	消散
dissipating	消散
dissipation	消散
dissipator	消散器
dissociate	分离
dissociated	分离的
dissociates	分离
dissociating	分离
dissociation	分离
dissociative	分离的
dissolute	放荡
dissolution	解散
dissolutions	解散
dissolvable	可溶
dissolve	溶解
dissolved	溶解的
dissolves	溶解
dissolving	溶解
dissonance	不和谐
dissonant	不和谐的
dissuade	劝阻
dissuasion	劝阻
dissuasive	劝阻的
dissyllabic	双音节
dist	区
distaff	纺锤
distal	远端
distally	远端地
distance	距离
distances	距离
distant	遥远
distantly	遥远地
distaste	厌恶
distasteful	令人厌恶的
distastefully	令人厌恶地
distastes	厌恶
distemper	犬瘟热
distempered	失调的
distempers	疾病
distend	膨胀
distensible	可膨胀的
distich	对句
distil	蒸馏
distill	蒸馏
distillation	蒸馏
distilled	蒸馏的
distiller	蒸馏器
distillers	蒸馏器
distillery	蒸馏厂
distilling	蒸馏
distills	蒸馏
distinct	不同的
distinction	区别
distinctions	区别
distinctive	独特的
distinctively	独特地
distinctiveness	独特性
distinctly	明显地
distinctness	清晰度
distinguish	区分
distinguishable	可区分的
distinguished	杰出的
distinguishes	区分
distinguishing	区分
distingusihed	杰出的
distort	扭曲
distorted	扭曲的
distorting	扭曲
distortion	扭曲
distortions	扭曲
distorts	扭曲
distract	分心
distracted	分心的
distracting	分心的
distractingly	分心地
distraction	分心
distractions	分心
distracts	分心
distraint	扣押
distraught	心烦意乱
distress	痛苦
distressed	痛苦的
distresses	痛苦
distressful	痛苦的
distressing	痛苦的
distributary	分流
distribute	分发
distributed	分发的
distributes	分发
distributing	分发
distribution	分发
distributional	分发的
distributions	分发
distributive	分配的
distributivity	分配性
distributor	分销商
distributors	分销商
district	区域
districts	区
distrust	不信任
distrusted	不信任
distrustful	多疑
disturb	打扰
disturbance	骚乱
disturbances	骚乱
disturbed	不安
disturber	扰乱者
disturbing	烦人
disturbingly	令人不安
disturbs	打扰
disunion	分裂
disunite	分裂
disunity	不统一
disuse	废弃
dit	小点
ditch	沟渠
ditcher	挖沟者
ditches	沟渠
dither	犹豫
dithered	犹豫
dithering	犹豫
dithyramb	狂诗
ditto	同上
ditty	小曲
ditzel	迪策尔
diumoo	迪乌莫
diuretic	利尿剂
diurnal	昼行
div	分区
diva	天后
divalent	二价
divan	沙发
divans	沙发
dive	潜水
dived	潜水
diver	潜水员
diverge	分歧
diverged	分歧
divergence	分歧
divergences	分歧
divergent	分歧的
diverges	分歧
diverging	分歧
divers	多样的
diverse	多样的
diversely	多样地
diversification	多样化
diversified	多样化的
diversifies	多样化
diversify	多样化
diversifying	多样化
diversion	转移
diversionary	转移的
diversions	转移
diversities	多样性
diversity	多样性
divert	转移
diverted	转移
diverting	转移注意
diverts	转移
dives	潜水
divest	剥离
divested	剥离
divesting	剥离
divestiture	剥离
divests	剥离
divide	划分
divided	分裂的
dividend	股息
dividends	股息
divider	分隔物
dividers	分隔物
divides	划分
dividing	划分
divination	占卜
divine	神圣的
divinely	神圣地
diviner	占卜者
diving	潜水
divining	占卜
divinities	神性
divinity	神性
divisibility	可除性
divisible	可除的
division	部门
divisional	部门的
divisions	部门
divisive	分裂的
divisor	除数
divisors	除数
divorce	离婚
divorced	离婚的
divorcee	离婚者
divorcement	离婚
divot	草皮
divulge	泄露
divulged	泄露的
divulges	泄露
divulging	泄露
divulsion	撕裂
divvy	分配
divx	视频格式
dixie	南方
dixiecrats	南方民主党
dixieland	爵士乐
dixon	迪克森
diy	自己动手
do it yourself	自己动手
dizzily	眩晕地
dizziness	眩晕
dizzy	眩晕的
dj	音乐主持人
djakarta	雅加达
django	框架
djibouti	吉布提
djvu	文档格式
downloadable content	可下载内容
dlc	可下载内容
dll	动态链接库
dmarc	邮件认证报告一致性
dmca	数字千年版权法
digital millennium copyright act	数字千年版权法
dmitri	德米特里
dna	脱氧核糖核酸
deoxyribonucleic acid	脱氧核糖核酸
dna	脱氧核糖核酸
dnd	龙与地下城
dungeons & dragons	龙与地下城
